review_bucket,image_path,thumbnail,compound_reasons,caption_text,width,height,is_compound,notes
caption_word_only,images/relevant/02677-5971339__CRIOG2018-5803479.002.jpg,caption_word_only__02677-5971339__CRIOG2018-5803479.002.jpg,panel_word,Chest computed tomography angiography (CTA) on the day of admission noting patchy infiltrate in the right middle and lower lung lobes and small bilateral pleural effusions.,752,511,0,
caption_word_only,images/relevant/02542-5865407__amjcaserep-19-284-g004.jpg,caption_word_only__02542-5865407__amjcaserep-19-284-g004.jpg,panel_word,"Transthoracic echocardiogram of the left and right ventricles. The left ventricle (LV) is normal in size, and systolic function is normal. The right ventricle (RV) is dilated with reduced systolic fun",640,500,0,
caption_word_only,images/relevant/01295-4376818__13244_2014_367_Fig13_HTML.jpg,caption_word_only__01295-4376818__13244_2014_367_Fig13_HTML.jpg,panel_word,"A 50-year-old female with focal 1-cm asymmetry in the left axilla region. a MLO views demonstrate left axillary irregular asymmetry, which persisted on spot compression. b Ultrasound of the left axill",396,691,1,
caption_word_only,images/relevant/05962-10686855__gr1.jpg,caption_word_only__05962-10686855__gr1.jpg,panel_word,"18F-FDG PET/CT demonstrating hypermetabolic mass (arrow) depicting biopsy-proven primary malignancy. Top left image is axial CT, top right image is axial FDG PET, bottom left image is fused axial CT a",781,750,1,
caption_word_only,images/relevant/10011-12921030__41698_2026_1283_Fig5_HTML.jpg,caption_word_only__10011-12921030__41698_2026_1283_Fig5_HTML.jpg,panel_word,"Visualization of segmentation results and Grad-CAM of the imaging branch in MOPS.A Tumor and positive lymph nodes segmentation and visualization. From left to right: CT image, Ground truth and Predict",699,765,1,
caption_word_only,images/relevant/07534-11546478__gr2.jpg,caption_word_only__07534-11546478__gr2.jpg,panel_word,Abdomen and pelvic CT axial image showing bilateral adnexal dermoid cyst. (green arrow). Note the irregularity in the medial wall of right dermoid cyst having indistinct fat plane with the adjacent bo,700,512,0,
caption_word_only,images/relevant/07490-10607747__jcm-12-06447-g009.jpg,caption_word_only__07490-10607747__jcm-12-06447-g009.jpg,panel_word,Images from the patient’s ultrasound and mammography screening of the right breast showing prominent breast tissue throughout (yellow squares).,671,632,1,
caption_word_only,images/relevant/03492-6906734__gr2.jpg,caption_word_only__03492-6906734__gr2.jpg,panel_word,Chest X-ray showing resolving right-sided pleural effusion post Thoracostomy. Arrows show chest tube in situ.,750,610,0,
caption_word_only,images/relevant/09378-12604263__13048_2025_1863_Fig1_HTML.jpg,caption_word_only__09378-12604263__13048_2025_1863_Fig1_HTML.jpg,panel_word,Images of pelvic and brain MRI and laparoscopic ovarian drilling.A Coronal T2-weighted pelvic MRI showing bilateral ovarian enlargement consistent with OHSS-like morphology. B Axial T2-weighted pelvic,669,383,1,
caption_word_only,images/relevant/09516-12680400__cde-2025-0017-0001-549463_F01.jpg,caption_word_only__09516-12680400__cde-2025-0017-0001-549463_F01.jpg,panel_word,PET-CT scan demonstrating multifocal FDG-avid dermal nodules in a patient with a history of breast cancer. a The posterior left calf. b The left anterior thigh.,772,574,1,
caption_word_only,images/relevant/08372-12051706__gr1.jpg,caption_word_only__08372-12051706__gr1.jpg,panel_word,Subcentimeter fat-containing ovarian teratoma on axial MRI: T2 weighted image demonstrates moderately hyperintense lesion (arrow) within the anterior left ovary and multiple adjacent T2 hyperintense f,792,763,0,
caption_word_only,images/relevant/04234-8543303__crg-0015-0846-g01.jpg,caption_word_only__04234-8543303__crg-0015-0846-g01.jpg,panel_word,"CT of the abdomen and legs. a CT showed dilatation of the small intestine and fluid retention in the intestine. b CT showed an oval and homogenous mass, that is, presumed thrombi (arrow), in the femor",782,453,1,
caption_word_only,images/relevant/05044-9785399__medicina-58-01838-g006.jpg,caption_word_only__05044-9785399__medicina-58-01838-g006.jpg,panel_word,The restaging CT of the right ovary: sizes were reduced more than 50%.,796,621,0,
caption_word_only,images/relevant/01693-4891466__gr2.jpg,caption_word_only__01693-4891466__gr2.jpg,panel_word,Axial image of 18F fluorodeoxyglucose positron emission tomography (18F-FDG PET) scan at level of bilateral hips shows focus of increased glucose uptake (arrow) near anterior-lateral portion of left g,666,444,0,
caption_word_only,images/relevant/01210-4273167__CTO-13-06-g-006.jpg,caption_word_only__01210-4273167__CTO-13-06-g-006.jpg,panel_word,"Ultrasound scan of an atypical mycobacterial infection in the inferior pole of the left parotid gland (RF +…+), prior to surgical excision, in a 2-year-old girl (MSCM: sternocleidomastoid muscle; GLP:",758,522,0,
caption_word_only,images/relevant/03926-7835497__gr2.jpg,caption_word_only__03926-7835497__gr2.jpg,panel_word,Axial T2 and axial nonenhanced T1 fat sat demonstrating 2 separate cervices and vaginas. The right hemivagina is obstructed with internal blood products.,750,1203,1,
caption_word_only,images/relevant/07998-11883444__fonc-14-1497272-g003.jpg,caption_word_only__07998-11883444__fonc-14-1497272-g003.jpg,panel_word,X-ray image of right breast mass and axillary lymph nodes: The structure of the local glands in the upper quadrant of the right breast was slightly disordered with increased density; lymph node shadow,739,910,0,
caption_word_only,images/relevant/02781-6038675__BMRI2018-1569060.003.jpg,caption_word_only__02781-6038675__BMRI2018-1569060.003.jpg,panel_word,"Index lesion (red circle; right IEQ, 30 mm), already documented with mammography and ultrasound. MRI leads to the detection of contralateral disease, confirmed to US second look and biopsy (yellow cir",611,476,1,
caption_word_only,images/relevant/07740-11706118__EurJBreastHealth-21-74-figure-6.jpg,caption_word_only__07740-11706118__EurJBreastHealth-21-74-figure-6.jpg,panel_word,"Bilateral complete breast ultrasound with findings of abnormal right lymph node with 0.5 cm cortical thickening in the low right axilla 11 cm from nipple (left images), and abnormal left axillary lymp",744,448,1,
caption_word_only,images/relevant/09731-12780683__qims-16-01-56-f2.jpg,caption_word_only__09731-12780683__qims-16-01-56-f2.jpg,panel_word,"User-cropped ROIs. The upper panel shows the cropped tumor region; the lower panel shows the cropped axillary lymph node region. ROI, region of interest.",696,701,1,
caption_word_only,images/relevant/00961-3976087__2047-783X-19-14-2.jpg,caption_word_only__00961-3976087__2047-783X-19-14-2.jpg,panel_word,A 46-year-old woman with palpable masses in the left breast. A. Ultrasound demonstrates a pear-shaped complex echoic lesion with relatively indistinct margins. B. A hyperechoic area with abundant vess,600,812,1,
caption_word_only,images/relevant/01319-4411938__12957_2015_562_Fig2_HTML.jpg,caption_word_only__01319-4411938__12957_2015_562_Fig2_HTML.jpg,panel_word,Mammography showed a mass in the right breast. The left breast was normal.,358,467,0,
caption_word_only,images/relevant/03461-6838646__0256-4947.2019.236-fig2.jpg,caption_word_only__03461-6838646__0256-4947.2019.236-fig2.jpg,panel_word,An example of II (imaging interpretation) related cause of an interval breast cancer. A screening (on the left) and a one-year and a one-year follow-up (on the right) mammogram are shown. Retrospectiv,578,373,1,
caption_word_only,images/relevant/06401-10960524__cureus-0016-00000054678-i04.jpg,caption_word_only__06401-10960524__cureus-0016-00000054678-i04.jpg,panel_word,Left breast mammogram magnification of CC lateral view showing dense breast and diffuse calcifications.CC: craniocaudal,750,672,0,
caption_word_only,images/relevant/03814-7532239__13550_2020_712_Fig2_HTML.jpg,caption_word_only__03814-7532239__13550_2020_712_Fig2_HTML.jpg,panel_word,a A 67-year-old woman with right ovarian tumor. Axial T2-weighted PET/MR image shows a papillary solid part with FDG uptake invading the posterior uterine myometrium (arrow) in a polycystic right ovar,1592,1272,1,
caption_word_only,images/relevant/07985-11876229__12194_2024_874_Fig2_HTML.jpg,caption_word_only__07985-11876229__12194_2024_874_Fig2_HTML.jpg,panel_word,"Examples of cropped images. The upper row and the lower row represents full-field images and cropped images, respectively. The radiological findings, breast density, and the percentage of the area occ",708,501,1,
caption_word_only,images/relevant/00576-3235274__11657_2011_58_Fig2_HTML.jpg,caption_word_only__00576-3235274__11657_2011_58_Fig2_HTML.jpg,panel_word,Image selection for measurements. The sliced images containing the mental foramen parallel to the lower border of the mandible were selected,307,289,0,
caption_word_only,images/relevant/09381-12605550__11547_2025_2084_Fig1_HTML.jpg,caption_word_only__09381-12605550__11547_2025_2084_Fig1_HTML.jpg,panel_word,"a STIR, b T2WI VISTA, c DWI, d CE T1WI. 60-year-old cirrhotic patient with known bilateral breast enlargement and recent episode of tenderness and severe pain on the left side. Bilateral remarkable gy",749,529,1,
caption_word_only,images/relevant/05079-9829686__gr3.jpg,caption_word_only__05079-9829686__gr3.jpg,panel_word,"Patient 2- Mammogram showing spiculated densities in the upper outer quadrant of the right breast with parenchymal distortion, the largest measures 25 mm × 20 mm and multiple scattered microcalcificat",689,917,1,
